Date,Close,Volume,MOM (1),MOM (3),ADX (14),ADX (20),WILLR,RSI (6),RSI (12),MACD,MACD (Signal),MACD (Historical),EMA (6),EMA (12),Conf. Time,Block Size,TXN Cost,Difficulty,TXNs per Day,Hash Rate (GH/s),Market Cap,Miners Revenue,TXNs per Block,Unique Addresses,Total BTC,TXN Fees,Trend
2017-12-18,18940.57,273533539.40283,-12.430000000000291,1469.0699999999997,62.394430655423356,53.6642192429936,-8.759380565701697,81.42204247282321,80.67045593491414,2537.23018501132,2241.7280408210904,295.5021441902295,18024.89658094853,16642.666873734775,11.59,1.04,140.17,1590896927258.0,391910.0,14630524.31,323071829482.0,53191582.13,2118.43,877464.0,16748337.5,10328496.92,-1.0
2017-12-17,18953.0,186310530.76466998,-234.77999999999884,2548.0099999999984,62.33651201424052,53.153465887664005,-8.087568058076226,81.6781560828475,80.799448871062,2506.240281501583,2167.852504773533,338.3877767280501,17658.62721332794,16224.866305322916,13.04,1.05,143.01,1590896927258.0,364222.0,13523349.5,326525438567.0,50569835.22,2129.95,819304.0,16746025.0,10412518.86,-1.0
2017-12-16,19187.78,179906034.63695,1716.2799999999988,2937.779999999999,61.298890074102765,52.10067724801324,-2.134740699290614,85.93274983753545,83.10011963994222,2428.9658914727715,2083.2555605915204,345.71033088125114,17140.87809865912,15728.84199719981,13.15,1.05,118.5,1590896927258.0,405676.0,13365181.66,297570694261.0,46748982.94,2400.44,942513.0,16743887.5,10533475.04,-1.0
2017-12-15,17471.5,329337014.76427,1066.5099999999984,821.4900000000016,60.2451343082047,51.03036833852453,-6.232448078654169,79.39406739801129,79.11525316415288,2271.1003843236667,1996.8279778712074,274.27240645245934,16322.117338122769,15099.944178508867,8.23,1.04,100.52,1590896927258.0,490644.0,14630524.31,279234257113.0,47709970.56,2652.12,1072861.0,16741775.0,10751346.28,1.0
2017-12-14,16404.99,219263192.46054,154.9900000000016,-65.0099999999984,59.47333451955939,50.115172400857666,-12.700305647213833,72.86192551491398,75.87494181038156,2211.3209132450083,1928.2598762580926,283.0610369869157,15862.364273371877,14668.752210965025,11.52,1.05,115.96,1590896927258.0,424579.0,14709608.22,281363023503.0,47718952.96,2282.68,958476.0,16739462.5,10157261.43,1.0
2017-12-13,16250.0,281640493.78952,-400.0099999999984,1559.0,58.996045722722194,49.34866404264041,-13.98150543043653,71.77849515185993,75.3657911254092,2211.446011421047,1857.4946170113637,353.9513944096832,15645.313982720627,14353.072612958666,13.09,1.06,115.24,1590896927258.0,372977.0,12337090.77,289157370724.0,41532449.57,2390.87,867771.0,16737137.5,9293733.5,1.0
2017-12-12,16650.01,227842348.69952002,180.0099999999984,2042.5199999999986,58.48204240305137,48.54181313925382,-9.235538807985364,78.52053213956873,79.32651865854835,2195.219994745068,1769.006768408943,426.2132263361252,15403.439575808878,14008.176724405695,13.4,1.06,119.19,1590896927258.0,368598.0,13523349.5,280517165314.0,42517108.92,2155.54,867654.0,16735187.5,8106807.48,-1.0
2017-12-11,16470.0,270203844.28468996,1779.0,670.0,57.16111970177794,47.27948551724833,-9.673518742442564,77.73631118572388,78.8684082716182,2101.850933536891,1662.4534618249115,439.3974717119793,14904.811406132429,13527.843401570368,10.48,1.05,109.23,1590896927258.0,341420.0,12969762.09,248817190555.0,36118756.34,2081.82,739391.0,16733050.0,6811862.08,1.0
2017-12-10,14691.0,263150668.00414,83.51000000000022,-1908.9900000000016,55.77459065714602,45.97314468179685,-25.769500669131013,68.16353724634541,73.56085006923482,1970.4339727433708,1552.6040938969168,417.829878846454,14278.735968585399,12992.905838219525,11.94,1.05,102.93,1590896927258.0,403399.0,13760601.24,253354758199.00006,40234510.34,2318.38,877574.0,16731000.0,8587325.96,1.0
2017-12-09,14607.49,238909072.56332,-1192.5100000000002,983.9899999999998,54.79619023242857,44.910188408007485,-25.33284287552624,67.61889205447395,73.27197948171761,1955.1718304542846,1448.1466241853032,507.0252062689815,14113.830356019558,12684.161445168531,15.5,1.05,107.72,1590896927258.0,385092.0,12337090.77,267785606695.0,40290718.08,2468.53,902011.0,16728825.0,10267644.73,1.0
2017-12-08,15800.0,389366035.09339,-799.9900000000016,4123.0,53.74252823657901,43.79128706717657,-10.134145942178792,84.90336135860615,85.50002556171276,1915.7557603986952,1321.3903226180578,594.3654377806374,13916.366498427382,12334.465344290082,10.33,1.04,99.67,1590896927258.0,372345.0,11941671.19,276026211047.0,35850533.44,2465.86,869098.0,16726862.5,5966734.53,-1.0
2017-12-07,16599.99,382694044.13062996,2976.4900000000016,4986.920000000002,51.22517431942903,41.857927524491956,-0.17884072762886008,99.05876245982203,95.27792083500424,1716.1617835583074,1172.7989631728985,543.3628203854089,13162.913097798335,11704.368134161004,12.07,1.05,79.58,1407975304733.0,443587.0,14867776.05,226472551976.0,34001400.78,2359.5,978251.0,16724975.0,3482333.2,-1.0
2017-12-06,13623.5,250560790.30234,1946.5,2373.5,48.520956890200964,39.828336933367936,-1.3135302197802197,98.05153034032878,92.25836417506406,1354.9914089939102,1036.9582580765464,318.03315091736386,11788.082336917669,10814.255067644823,13.0,1.05,71.57,1347001430558.0,405709.0,11918845.16,198638586221.0,28080616.4,2279.26,891235.0,16722625.0,2609451.31,1.0
2017-12-05,11677.0,138370076.16,63.93000000000029,805.0,46.16167533164652,38.1179799562337,-4.353296426774031,95.32544669962128,87.44609023633329,1177.358510419077,957.4499703472055,219.90854007187147,11053.915271684737,10303.483261762063,8.63,1.06,71.95,1347001430558.0,400686.0,12119724.57,193702991532.0,27786214.75,2213.73,885109.0,16720400.0,2619560.71,1.0
2017-12-04,11613.07,154122917.897,363.0699999999997,772.619999999999,44.34328680636595,36.80109672387726,-4.6386981670020795,95.13931869284369,87.2066688277093,1131.6982142683755,902.4728353292377,229.22537893913784,10804.681380358632,10053.752945718801,8.38,1.04,76.63,1347001430558.0,353044.0,11784925.55,189460332832.0,26076363.22,2005.93,762992.0,16718137.5,2124312.94,1.0
